编号,正面情绪,文本
3078,0.5,只需9招！教你快速做好一份简洁的PPT
3079,0.5,#就业季#【只需9招！教你快速做好一份简洁的PPT】
3080,0.5,只需9招！教你快速做好一份简洁的PPT
3081,0.5,只需9招！教你快速做好一份简洁的PPT
3082,0.5,【9招做好简便PPT】
3083,0.5,教你快速做好一份简洁的PPT
3084,0.4737150425347657,@郫县发布 只需9招！教你快速做好一份简洁的PPT
3085,0.5,只需9招！教你快速做好一份简洁的PPT[good]
3086,0.5,转需！
3087,0.5,只需9招！教你快速做好一份简洁的PPT
3088,0.5,#知识加油站#【PPT如何做到简洁】
3089,0.5,#就业季#【只需9招！教你快速做好一份简洁的PPT】
3090,0.5,涨姿势啊
3091,0.5,涨姿势啊
3092,0.5,[吃惊]确实涨知识了。
3093,0.5,涨知识了
3094,0.5,【看图：榴莲是这样长出来的】
3095,0.5,知道吗？
3096,0.5,你知道榴莲是怎么长出来的吗？[嘻嘻]
3097,0.4737150425347657,榴莲的花很美哦//@成都农业: 你知道榴莲是怎么长出来的吗？[嘻嘻]
3098,0.5,要是路过树下，刚好有一颗榴莲掉下来...[思考][doge]
3099,0.5,你知道榴莲是怎么长出来的吗？[嘻嘻]
3100,0.5,榴莲原来是这样长出来的。
3101,0.5,美
3102,0.5,好静谧的夜空。
3103,0.5,美丽。。。
3104,0.5,仰望星空
3105,0.5,仰望星空[good]
3106,0.4737150425347657,//@郫县城市管理: 仰望星空
3107,0.5,仰望星空
3108,0.5,仰望星空
3109,0.5,仰望星空
3110,0.5,好有食欲
3111,0.5,[馋嘴][馋嘴]
3112,0.5,超级大汉堡，突然感觉好饿。
3113,0.5,转发微博
3114,0.5,红光镇针对干部岗位调整开展廉政谈话@郫县发布
3115,0.5,红光镇针对干部岗位调整开展廉政谈话
3116,0.5,红光镇针对干部岗位调整开展廉政谈话
3117,0.5,红光镇针对干部岗位调整开展廉政谈话
3118,0.5,红光镇针对干部岗位调整开展廉政谈话
3119,0.4737150425347657,@郫县发布 红光镇针对干部岗位调整开展廉政谈话
3120,0.5,红光镇针对干部岗位调整开展廉政谈话
3121,0.5,#清廉鹃城#【红光镇针对干部岗位调整开展廉政谈话】
3122,0.5,红光镇针对干部岗位调整开展廉政谈话
3123,0.5,红光镇针对干部岗位调整开展廉政谈话
3124,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出@郫县发布
3125,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3126,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3127,0.5,最好融入主题节目，结合普法、反诈骗和反邪教宣传活动一并开展
3128,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3129,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3130,0.4737150425347657,@郫县发布 新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3131,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3132,0.5,【新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出】
3133,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3134,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3135,0.5,【新民场镇开展2016年“走基层”文化惠民活动】
3136,0.5,新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出
3137,0.4737150425347657,#聚焦郫县 镇街视点#新民场镇举办2016年“走基层”文化惠民活动暨欢度国庆文艺演出】
3138,0.5,红光司法所积极参加9月“每月一题”答题活动@郫县发布
3139,0.5,红光司法所积极参加9月“每月一题”答题活动
3140,0.5,红光司法所积极参加9月“每月一题”答题活动
3141,0.5,红光司法所积极参加9月“每月一题”答题活动
3142,0.5,红光司法所积极参加9月“每月一题”答题活动
3143,0.5,红光司法所积极参加9月“每月一题”答题活动
3144,0.4737150425347657,@郫县发布 红光司法所积极参加9月“每月一题”答题活动
3145,0.5,红光司法所积极参加9月“每月一题”答题活动
3146,0.5,【红光司法所积极参加9月“每月一题”答题活动】
3147,0.5,红光司法所积极参加9月“每月一题”答题活动
3148,0.5,红光司法所积极参加9月“每月一题”答题活动
3149,0.4737150425347657,//@郫县发布: [good][good][good]
3150,0.4737150425347657,//@郫县发布: [good][good][good]
3151,0.4737150425347657,//@郫县发布: [good][good][good]
3152,0.5,防患于未然，赞一个@郫县发布
3153,0.4737150425347657,//@郫县发布: [good][good][good]
3154,0.5,转发微博
3155,0.5,【古城镇抓好环保违法违建清理整顿[good]】
3156,0.5,好文
3157,0.5,古城镇抓好环保违法违建清理整顿
3158,0.4737150425347657,@郫县发布 古城镇抓好环保违法违建清理整顿
3159,0.5,古城镇抓好环保违法违建清理整顿
3160,0.5,古城镇抓好环保违法违建清理整顿
3161,0.5,古城镇抓好环保违法违建清理整顿
3162,0.5,古城镇抓好环保违法违建清理整顿
3163,0.5,古城镇抓好环保违法违建清理整顿
3164,0.5,古城镇抓好环保违法违建清理整顿@郫县发布
3165,0.5,古城镇抓好环保违法违建清理整顿
3166,0.5,转发微博
3167,0.5,#志愿服务活动#
3168,0.5,好文
3169,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3170,0.4737150425347657,@郫县发布 郫筒街道开展巾帼志愿者“门前三包”宣传活动
3171,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3172,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3173,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3174,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动[good]
3175,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3176,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3177,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动@郫县发布
3178,0.5,郫筒街道开展巾帼志愿者“门前三包”宣传活动
3179,0.5,转发微博
3180,0.5,转发微博
3181,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3182,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3183,0.5,好文
3184,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3185,0.44757496667959995,@郫县发布 犀浦镇 “三重点”深入推进城乡环境治理
3186,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3187,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3188,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3189,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3190,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3191,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3192,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3193,0.44757496667959995,#聚焦郫县 镇街视点#【犀浦镇 “三重点”深入推进城乡环境治理】
3194,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3195,0.4737150425347657,犀浦镇 “三重点”深入推进城乡环境治理
3196,0.5,转发微博
3197,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3198,0.5,👍👍👍👍👍
3199,0.5,好文
3200,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3201,0.5,转发微博
3202,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3203,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3204,0.5,郫筒街道参加“知性智行——爱要有一套”避孕日宣传活动
3205,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3206,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3207,0.5,转发微博
3208,0.5,郫筒街道参加开展“知性智行——爱要有一套”避孕日宣传活动
3209,0.5,这样也行[哈哈][哈哈][哈哈]
3210,0.5,转发微博
3211,0.4737150425347657,成都一大学生自制麻将宝典  你们看懂没？
3212,0.5,成都一大学生自制麻将宝典
3213,0.5,成都一大学生自制麻将宝典
3214,0.5,自制麻将宝典
3215,0.4737150425347657,自制麻将宝典 [嘻嘻]
3216,0.5,转发微博
3217,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3218,0.5,车载灭火器最好一年一换
3219,0.5,【车载灭火器最好一年一换[话筒]】
3220,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3221,0.44757496667959995,@郫县发布 汽车需随车配备灭火器 最好一年一换
3222,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3223,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3224,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3225,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3226,0.4737150425347657,汽车需随车配备灭火器 最好一年一换
3227,0.4737150425347657,//@郫县发布: [good][good][good]
3228,0.4737150425347657,//@郫县发布: [good][good][good]
3229,0.42172147722901665,@郫县发布 成都一外教弄脏摊主衣服 太婆婉拒赔偿：“中国人没这么小气”[赞]//@郫县发布: [good][good][good]
3230,0.4737150425347657,[good]//@郫县发布: [good][good][good]
3231,0.5,[good]
3232,0.5,旧金山的陡斜街道
3233,0.5,【这图能“治”颈椎病[坏笑]】
3234,0.5,旧金山的陡斜街道
3235,0.5,本来打算去旧金山的九曲花街的，结果没有时间了。明天就回郫县了[泪][泪][泪]
3236,0.4737150425347657,@郫县发布 旧金山的陡斜街道
3237,0.5,有意思[坏笑]
3238,0.5,#美图共赏#旧金山的陡斜街道
3239,0.5,旧金山的陡斜街道
3240,0.5,转发微博
3241,0.5,转发微博
3242,0.5,此刻，无论你在哪儿，转发微博，为烈士默哀！
3243,0.5,此刻，无论你在哪儿，转发微博，为烈士默哀！
3244,0.5,此刻，无论你在哪儿，转发微博，为烈士默哀！
3245,0.5,此刻，无论你在哪儿，转发微博，为烈士默哀！
3246,0.5,为烈士默哀！
3247,0.5,默哀！
3248,0.5,[话筒]此刻，无论你在哪儿，转发微博，为烈士默哀！
3249,0.5,为烈士默哀！
3250,0.5,为烈士默哀！
3251,0.5,为烈士默哀！[赞][赞][赞][赞]
3252,0.5,#缅怀先烈#【今天是烈士纪念日】
3253,0.5,此刻，无论你在哪儿，为烈士默哀！
3254,0.5,为烈士默哀
3255,0.4737150425347657,@郫县发布 [话筒]此刻，无论你在哪儿，转发微博，为烈士默哀！
3256,0.5,为烈士默哀！
3257,0.5,转发微博
3258,0.5,狠抓安全，保障企业健康发展
3259,0.5,狠抓安全，保障企业健康发展
3260,0.5,狠抓安全，保障企业健康发展
3261,0.5,狠抓安全，保障企业健康发展
3262,0.5,狠抓安全，保障企业健康发展
3263,0.5,狠抓安全，保障企业健康发展
3264,0.5,狠抓安全，保障企业健康发展
3265,0.5,狠抓安全，保障企业健康发展
3266,0.5,狠抓安全，保障企业健康发展
3267,0.5,【狠抓安全，保障企业健康发展】
3268,0.4737150425347657,@郫县发布 狠抓安全，保障企业健康发展
3269,0.5,转发微博
3270,0.5,安靖镇重视治理农村面源污染
3271,0.5,安靖镇重视治理农村面源污染
3272,0.5,安靖镇重视治理农村面源污染
3273,0.5,安靖镇重视治理农村面源污染
3274,0.4737150425347657,@郫县发布 安靖镇重视治理农村面源污染
3275,0.5,安靖镇重视治理农村面源污染
3276,0.5,安靖镇重视治理农村面源污染
3277,0.4737150425347657,#聚焦郫县 镇街视点#【安靖镇重视治理农村面源污染】
3278,0.5,安靖镇重视治理农村面源污染
3279,0.5,安靖镇重视治理农村面源污染
3280,0.5,转发微博
3281,0.5,安靖镇社保工作进度汇报
3282,0.5,安靖镇社保工作进度汇报
3283,0.5,安靖镇社保工作进度汇报
3284,0.5,安靖镇社保工作进度汇报
3285,0.4737150425347657,@郫县发布 安靖镇社保工作进度汇报
3286,0.5,安靖镇社保工作进度汇报
3287,0.5,安靖镇社保工作进度汇报
3288,0.5,安靖镇社保工作进度汇报
3289,0.4737150425347657,#政务公开# 【安靖镇社保工作进度汇报】
3290,0.5,安靖镇社保工作进度汇报
3291,0.5,市县老协慰问郫筒街道高龄老人
3292,0.5,转发微博
3293,0.5,市县老协慰问郫筒街道高龄老人
3294,0.5,市县老协慰问郫筒街道高龄老人
3295,0.5,市县老协慰问郫筒街道高龄老人
3296,0.5,市县老协慰问郫筒街道高龄老人
3297,0.5,市县老协慰问郫筒街道高龄老人
3298,0.5,市县老协慰问郫筒街道高龄老人
3299,0.5,市县老协慰问郫筒街道高龄老人
3300,0.5,节日快乐！
3301,0.5,市县老协慰问郫筒街道高龄老人@郫县发布
3302,0.5,市县老协慰问郫筒街道高龄老人[心]
3303,0.5,德源镇和众村开展“灭蟑”活动
3304,0.5,转发微博
3305,0.5,德源镇和众村开展“灭蟑”活动
3306,0.5,德源镇和众村开展“灭蟑”活动
3307,0.5,德源镇和众村开展“灭蟑”活动
3308,0.5,德源镇和众村开展“灭蟑”活动
3309,0.5,德源镇和众村开展“灭蟑”活动
3310,0.5,德源镇和众村开展“灭蟑”活动
3311,0.5,德源镇和众村开展“灭蟑”活动
3312,0.5,德源镇和众村开展“灭蟑”活动
3313,0.4737150425347657,@郫县发布 德源镇和众村开展“灭蟑”活动
3314,0.5,德源镇和众村开展“灭蟑”活动
3315,0.5,好文
3316,0.5,2016•郫县烈士公祭活动
3317,0.5,转发微博
3318,0.5,2016•郫县烈士公祭活动
3319,0.5,2016•郫县烈士公祭活动
3320,0.5,2016•郫县烈士公祭活动
3321,0.5,2016•郫县烈士公祭活动
3322,0.5,2016•郫县烈士公祭活动
3323,0.5,2016•郫县烈士公祭活动
3324,0.5,2016•郫县烈士公祭活动
3325,0.5,2016•郫县烈士公祭活动
3326,0.5,2016•郫县烈士公祭活动
3327,0.5,#缅怀先烈#
3328,0.5,2016•郫县烈士公祭活动
3329,0.4737150425347657,@郫县发布 2016•郫县烈士公祭活动
3330,0.5,好文
3331,0.5,为什么不能免费让老人去看望子女呢，年轻人没有时间，有一些身体好的老年人也可以去看儿女啊，不一定非要子女回去看她们啊
3332,0.5,九九重阳节，浓浓感恩情
3333,0.5,尊老敬老爱老传统美德要发扬像这位老人的精神更值得点赞
3334,0.5,支持，早高峰时段经常见到一大帮老人早上组团去参加广场舞，让上班的年轻人上不了车。
3335,0.5,九九重阳节，浓浓感恩情
3336,0.5,九九重阳节，浓浓感恩情
3337,0.5,九九重阳节，浓浓感恩情
3338,0.5,九九重阳节，浓浓感恩情
3339,0.5,九九重阳节，浓浓感恩情
3340,0.5,九九重阳节，浓浓感恩情
3341,0.5,九九重阳节，浓浓感恩情
3342,0.5,九九重阳节，浓浓感恩情
3343,0.5,#孝老爱亲#【九九重阳节，浓浓感恩情】
3344,0.5,祝老年人节日快乐！
3345,0.4737150425347657,@郫县发布 九九重阳节，浓浓感恩情
3346,0.5,祝老年人节日快乐！
3347,0.5,物业、门卫代收快递件，丢了谁来赔？
3348,0.5,转发微博
3349,0.5,转发微博
3350,0.5,物业、门卫代收快递件，丢了谁来赔？
3351,0.5,物业、门卫代收快递件，丢了谁来赔？
3352,0.5,法律知识普及。。。
3353,0.5,法律知识普及。。。
3354,0.5,物业、门卫代收快递件，丢了谁来赔？
3355,0.4737150425347657,@郫县发布 物业、门卫代收快递件，丢了谁来赔？
3356,0.5,我家老小区，我都喊快递直接放门卫桌子上，没掉过[doge][doge][doge][doge]而且我家门卫经常不在岗，大门随便进，[doge][doge][doge][doge]
3357,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3358,0.5,注意啦！
3359,0.5,转发微博
3360,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3361,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3362,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3363,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3364,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3365,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3366,0.4737150425347657,@郫县发布 交通管制！今秋看红叶勿去红石公园、雅家情海
3367,0.5,交通管制！今秋看红叶勿去红石公园、雅家情海
3368,0.5,好文
3369,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3370,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3371,0.5,转发微博
3372,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3373,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3374,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3375,0.5,李家岩水库今日开工！
3376,0.5,李家岩水库今日开工！
3377,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3378,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3379,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3380,0.44757496667959995,@郫县发布 成都终于有了第二水源地 李家岩水库今日开工
3381,0.4737150425347657,成都终于有了第二水源地 李家岩水库今日开工
3382,0.4737150425347657,【成都第二水源地 李家岩水库今日开工[话筒]】
3383,0.4737150425347657,国庆黄金周全国共接待游客5.93亿人次[威武] 你是其中之一吗？
3384,0.5,毛主席纪念堂无法去，也许是中央非法关闭了！国庆节不开放毛主席纪念堂是一种忘恩负义的可耻行为！
3385,0.5,做贡献了吗[偷笑]
3386,0.5,转发微博
3387,0.5,眼国庆就过去啦~~
3388,0.4737150425347657,国庆黄金周全国共接待游客5.93亿人次， 你是其中之一吗？
3389,0.5,转眼国庆就过去啦~~
3390,0.5,转眼国庆就过去啦~~
3391,0.5,转眼国庆就过去啦~~
3392,0.5,国庆黄金周全国共接待游客5.93亿人次[，你是其中之一吗？
3393,0.5,你是其中之一吗？
3394,0.5,你是其中之一吗？
3395,0.4737150425347657,国庆黄金周全国共接待游客5.93亿人次[威武] 你是其中之一吗？@郫县发布
3396,0.4737150425347657,国庆黄金周全国共接待游客5.93亿人次[威武] 你是其中之一吗？
3397,0.5,好文
3398,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3399,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3400,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3401,0.5,转发微博
3402,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3403,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3404,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3405,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3406,0.5,警惕节后陷阱：“违章查询”链接千万别点开！
3407,0.5,“违章查询”链接千万别点开！
3408,0.5,请大家警惕~！
3409,0.5,“违章查询”链接千万别点开！
3410,0.5,这个早安[good]
3411,0.5,好文
3412,0.4737150425347657,#这里是郫县# 非物质文化遗产传承
3413,0.5,转发微博
3414,0.5,[围观]
3415,0.5,[鼓掌]
3416,0.5,好文
3417,0.5,安德镇召开2016年河渠污染源调查工作安排会
3418,0.5,安德镇召开2016年河渠污染源调查工作安排会
3419,0.5,安德镇召开2016年河渠污染源调查工作安排会
3420,0.5,安德镇召开2016年河渠污染源调查工作安排会
3421,0.5,安德镇召开2016年河渠污染源调查工作安排会
3422,0.5,安德镇召开2016年河渠污染源调查工作安排会
3423,0.5,安德镇召开2016年河渠污染源调查工作安排会
3424,0.5,安德镇召开2016年河渠污染源调查工作安排会
3425,0.5,安德镇召开2016年河渠污染源调查工作安排会
3426,0.5,转发微博
3427,0.4737150425347657,@郫县发布 安德镇召开2016年河渠污染源调查工作安排会
3428,0.5,安德镇召开2016年河渠污染源调查工作安排会
3429,0.5,#环境共治#【安德镇召开2016年河渠污染源调查工作安排会】
3430,0.5,好文
3431,0.5,安德镇开展无偿献血公益活动
3432,0.5,安德镇开展无偿献血公益活动
3433,0.5,安德镇开展无偿献血公益活动
3434,0.5,安德镇开展无偿献血公益活动
3435,0.5,安德镇开展无偿献血公益活动
3436,0.5,安德镇开展无偿献血公益活动
3437,0.5,安德镇开展无偿献血公益活动
3438,0.5,安德镇开展无偿献血公益活动
3439,0.5,安德镇开展无偿献血公益活动
3440,0.5,转发微博
3441,0.4737150425347657,@郫县发布 安德镇开展无偿献血公益活动
3442,0.5,安德镇开展无偿献血公益活动
3443,0.5,安德镇开展无偿献血公益活动
3444,0.5,安德镇开展无偿献血公益活动
3445,0.5,尼玛，一直都是一块八，又要拿出来吹牛了
3446,0.5,好文
3447,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3448,0.5,福利
3449,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3450,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3451,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3452,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3453,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3454,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3455,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3456,0.5,转发微博
3457,0.5,不一直都是嘛，如果能刷次卡就好了
3458,0.5,[good]今年底前，成都二圈层进城公交刷卡全体9折
3459,0.4737150425347657,@郫县发布 今年底前，成都二圈层进城公交刷卡全体9折
3460,0.5,今年底前，成都二圈层进城公交刷卡全体9折
3461,0.5,一直都是的嘛
3462,0.5,不是一直电子钱包都是九折么
3463,0.5,转发微博
3464,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3465,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3466,0.4737150425347657,#郫县教育#【2017年高考考纲多科有变！ “刷题”拿高分将越来越难】
3467,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3468,0.5,转发微博
3469,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3470,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3471,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3472,0.5,【2017年高考考纲即将颁布】
3473,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3474,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3475,0.5,【2017年高考考纲即将颁布】
3476,0.4737150425347657,2017年高考考纲多科有变！ “刷题”拿高分将越来越难
3477,0.5,[话筒]
3478,0.5,今年最长工作日的最后一天
3479,0.4737150425347657,@郫县发布 周五，永远都是晴天。
3480,0.5,早
3481,0.5,#早安郫县#早安，周五～[爱你]今年最长工作日的最后一天，都过来打卡啦！！[嘻嘻][嘻嘻]这样的天气很适合跟床约会的不是吗…
3482,0.5,来郫县乡坝头放松一下
3483,0.5,转发微博
3484,0.5,来郫县乡坝头放松一下
3485,0.5,"连上7天班，只剩下""蓝瘦，香菇""?快来郫县乡坝头放松一下吧！"
3486,0.5,快来郫县乡坝头放松一下吧！
3487,0.5,快来郫县乡坝头放松一下吧！[舔屏]
3488,0.5,快来郫县乡坝头放松一下吧！[哈哈]
3489,0.5,【连上7天班，来，到郫县乡坝头放松放松[嘻嘻]】
3490,0.5,"连上7天班，只剩下""蓝瘦，香菇""?快来郫县乡坝头放松一下吧！"
3491,0.5,【连上7天班，来，到郫县乡坝头放松放松[嘻嘻]】
3492,0.5,"连上7天班，只剩下""蓝瘦，香菇""?快来郫县乡坝头放松一下吧！"
3493,0.5,转发微博
3494,0.5,来成都创业！
3495,0.5,好
3496,0.5,来成都创业！
3497,0.5,来成都创业！
3498,0.5,来成都创业！
3499,0.44757496667959995,@郫县发布 逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居！
3500,0.4737150425347657,逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居！
3501,0.4737150425347657,逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居！
3502,0.5,去成都，去创业，去乐居！
3503,0.4737150425347657,逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居！
3504,0.5,去成都，去创业，去乐居！
3505,0.4737150425347657,“蓉漂”说： 去成都，去创业，去乐居！
3506,0.4737150425347657,逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居！
3507,0.4737150425347657,【“蓉漂”说： 去成都，去创业，去乐居！】
3508,0.5,转发微博
3509,0.4737150425347657,逃离北上深，10名“蓉漂”告诉你： 去成都，去创业，去乐居
3510,0.5,一分钟了解孟加拉
3511,0.5,一分钟了解孟加拉
3512,0.5,转发微博
3513,0.5,对中国最友好的国家
3514,0.5,西浦围城路堵车。堵了一个小时了。你们是不是加上一下管理！！
3515,0.5,一分钟了解孟加拉
3516,0.5,一分钟了解孟加拉
3517,0.5,一分钟了解孟加拉
3518,0.5,一分钟了解孟加拉
3519,0.5,一分钟了解孟加拉
3520,0.5,一分钟了解孟加拉
3521,0.5,一分钟了解孟加拉
3522,0.5,[围观]
3523,0.5,转发微博
3524,0.5,一分钟了解孟加拉
3525,0.5,致敬
3526,0.5,好
3527,0.5,老红军讲述长征岁月，向老战士致敬
3528,0.5,【老红军讲述长征岁月】
3529,0.5,向老战士致敬
3530,0.5,转发微博
3531,0.5,向英雄致敬
3532,0.5,#寻找长征记忆#强渡大渡河、飞夺泸定桥、翻越夹金山
3533,0.5,吴老为我们讲述80年前的血与火！
3534,0.4737150425347657,@郫县发布 #寻找长征记忆#
3535,0.5,好文//@郫县发布:#郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3536,0.4737150425347657,[good]//@郫县发布: #郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3537,0.4737150425347657,//@郫县发布: #郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3538,0.4737150425347657,//@郫县发布: #郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3539,0.5,多才多艺的同学们
3540,0.4737150425347657,//@郫县发布: #郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3541,0.4737150425347657,拍的不错//@郫县发布: #郫县校园新鲜事儿#[爱你][太开心]拍的不错，多才多艺的同学们~
3542,0.4737150425347657,好//@郫县发布:#聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：http://t.cn/RVx7u0w
3543,0.44757496667959995,//@郫县发布: #聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：O神舟十一号载人飞船任务航天员与记者见面会
3544,0.44757496667959995,//@郫县发布: #聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：O神舟十一号载人飞船任务航天员与记者见面会
3545,0.44757496667959995,#聚焦神舟十一号#//@郫县发布: #聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：O神舟十一号载人飞船任务航天员与记者见面会
3546,0.5,像英雄致敬！
3547,0.44757496667959995,英雄//@郫县发布: #聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：O神舟十一号载人飞船任务航天员与记者见面会
3548,0.42172147722901665,@郫县发布 //@郫县发布: #聚焦神舟十一号# 两名航天员资料。更多相关新闻请点击新浪新闻直播：O神舟十一号载人飞船任务航天员与记者见面会
3549,0.4737150425347657,//@郫县发布: #神舟十一号飞天#太空翱翔30天，预祝发射成功，等你们平安归来！[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]神舟十一号点火时间确定，新浪新闻正实时播报：O神舟十一号发射成功，19日将与天宫二号进行对接
3550,0.4737150425347657,//@郫县发布: #神舟十一号飞天#太空翱翔30天，预祝发射成功，等你们平安归来！[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]神舟十一号点火时间确定，新浪新闻正实时播报：O神舟十一号发射成功，19日将与天宫二号进行对接
3551,0.4737150425347657,//@郫县发布: #神舟十一号飞天#太空翱翔30天，预祝发射成功，等你们平安归来！[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]神舟十一号点火时间确定，新浪新闻正实时播报：O神舟十一号发射成功，19日将与天宫二号进行对接
